a.id,a.firstname,a.lastname,a.gender,a.birthdate,a.deathdate,a.birthplace,a.deathplace,a.nationality
8945,Margarethe Luise,Blahy,F,1886-01-01,1942-01-01,Vienna,Auschwitz,AT
8946,Jacques,Sternfeld,M,1874-01-01,1934-01-01,Vienna,Vienna,AT
8947,René Paul,Schützenberger,M,1860-01-01,1916-01-01,Mulhouse,Paris,FR
8948,Georges Francois,Souillet,M,1861-01-01,1947-01-01,Tours,Paris,FR
8949,Antoine,Villard,M,1867-01-01,1934-01-01,Macon,Paris,FR
8950,Elisabeth,Zabeth,F,1879-01-01,1933-01-01,Paris,Paris,FR
8951,Jan,Bukowski,M,1873-01-01,1943-01-01,Barszczowice,Nowy Targ,PL
8952,Włodzimierz,Tetmajer,M,1862-01-01,1923-01-01,"Harklowa, Lesser Poland Voivodeship",Cracow,PL
8953,Ettore,Cumbo,M,1833-01-01,1899-01-01,Messina,Florence,IT
8954,Gioacchino,Toma,M,1836-01-01,1891-01-01,Galatina,Naples,IT
8955,Giacinto,Gigante,M,1806-01-01,1876-01-01,Naples,Naples,IT
8956,Augusto,Rey,M,1837-01-01,1898-01-01,Alexandria,Livorno,
8957,Tito,Chelazzi,M,1835-01-01,1892-01-01,San Casciano in Val di Pesa,Florence,IT
8958,Pietro,Saltini,M,1839-01-01,1908-01-01,Florence,Florence,IT
8959,François-Marius,Berthet,M,1885-01-01,1941-01-01,,,FR
8960,Francesco,Hayez,M,1791-01-01,1882-01-01,Venice,Milan,IT
8961,Alessandro,Lanfredini,M,1826-01-01,1900-01-01,Florence,Siena,IT
8962,Marcel,Canneel,M,1894-01-01,1953-01-01,Sint-Joost-ten-Node,Sint-Joost-ten-Node,BE
8963,Enrico,Pollastrini,M,1817-01-01,1876-01-01,Livorno,Florence,IT
8964,P.,Fanfani,,0000-01-01,0000-01-01,,,
8965,Louis-François,Decœur,M,1884-01-01,1960-01-01,Namur,,BE
8966,Egisto,Sarri,M,1837-01-01,1901-01-01,Figline Valdarno,Florence,IT
8967,Emilio,Lapi,M,1814-01-01,1898-01-01,Florence,Florence,IT
8968,Nicola,Sanesi,M,1818-01-01,1889-01-01,Florence,Florence,IT
8969,Luigi,Mussini,M,1813-01-01,1888-01-01,Berlin,Siena,IT
8970,,Biagi,,0000-01-01,0000-01-01,,,
8971,,De Serafa,F,0000-01-01,0000-01-01,,,
8972,Ferdinando,Buonamici,M,1820-01-01,1892-01-01,Florence,Florence,IT
8973,Raffaello,Tancredi,M,1837-01-01,1916-01-01,Ercolano,Naples,IT
8974,Lodovico,Raimondi,M,0000-01-01,0000-01-01,,,IT
8975,Giuseppe,Bellucci,M,1827-01-01,1882-01-01,Florence,Florence,IT
8976,Angiolo,Tricca,M,1817-01-01,1884-01-01,Sansepolcro,Florence,IT
8977,Giovanni Battista,Quadrone,M,1844-01-01,1898-01-01,Mondovì,Turin,IT
8978,Anthonius Matthias,Hirschig,M,1867-01-01,1939-01-01,Naarden,Alkmaar,NL
8979,Robert,Houpels,M,1877-01-01,1943-01-01,,,BE
8980,Pierre,Scoupreman,M,1873-01-01,1960-01-01,Brussels,Brussels,BE
8981,Renée,Stièvenart,M,1887-01-01,1976-01-01,Mons,,BE
8982,Paul,Stoffyn,M,1884-01-01,1945-01-01,Brussels,Forest,BE
8983,Giovanni,Mochi,M,1831-01-01,1892-01-01,Florence,Santiago de Chile,IT
8984,Léon Van Den,Houten,M,1874-01-01,1944-01-01,Brussels,Brussels,BE
8985,Serafín,Avendaño,M,1838-01-01,1916-01-01,Vigo,Valladolid,ES
8986,Thomas,Riss,M,1871-01-01,1959-01-01,Stams,Innsbruck,DE
8987,Armin,Horovitz,M,1880-01-01,1965-01-01,Warsaw,Norwich,PL
8988,Pierre,Vandervoort,M,1891-01-01,1946-01-01,Schaerbeek,Marcinelle,BE
8989,Wilhelm,Trenkler,M,1877-01-01,1964-01-01,Vienna,Vienna,AT
8990,Friedrich,Capelari,M,1884-01-01,1950-01-01,Bleiburg,Bleiburg,AT
8991,A.,Wallaert,,0000-01-01,0000-01-01,,,
8992,Adolphe,Wansart,M,1873-01-01,1954-01-01,Verviers,Uccle,BE
8993,Lino,Vesco,M,1879-01-01,1940-01-01,Salzburg,,AT
8994,Gustav,Gwozdecki,M,1880-01-01,1935-01-01,Warsaw,Paris,PL
8995,Wilhelm,Schleifer,M,0000-01-01,0000-01-01,,,
8996,Kamillo,Kronich,M,1876-01-01,1958-01-01,Vienna,Reichenau an der Rax,AT
8997,Bruno,Reifenstein,M,0000-01-01,0000-01-01,,,
8998,Joseph von,Rheden,M,1873-01-01,1946-01-01,Amlach,Lienz,AT
8999,Emerich,Schaffran,M,1883-01-01,1962-01-01,Vienna,Vienna,AT
9000,Louis,Le Poittevin,M,1847-01-01,1909-01-01,La Neuville-Champ-d'Oisel,La Neuville-Champ-d'Oisel,FR
9001,Kionobu,Okuno,,0000-01-01,0000-01-01,,,
9002,Josef [Vienna],Friedrich,M,0000-01-01,0000-01-01,,,
9003,Ferdinand,Pamberger,M,1873-01-01,1956-01-01,Köflach,Graz,AT
9004,Albert,Augustus,M,0000-01-01,0000-01-01,,,
9005,Pierre,Bayaux,M,1884-01-01,1946-01-01,Brussels,Knokke-Heist,BE
9006,Joseph,Bertrand,M,0000-01-01,0000-01-01,,,
9007,Prosper,Böss,M,1870-01-01,1951-01-01,Ghent,Ghent,BE
9008,Henriëtte,Calais,F,1863-01-01,1951-01-01,Vilvoorde,Sint-Pieters-Woluwe,BE
9009,Iwan,Cerf,M,1883-01-01,1963-01-01,Verviers,Paris,BE
9010,Gerard,Ceunis,M,1885-01-01,1964-01-01,,,GB
9011,Emile,Charlet,M,1851-01-01,1910-01-01,Brussels,,BE
9012,Max,Chottiau,M,1881-01-01,1968-01-01,,,BE
9013,Alfons,Cogen,M,1842-01-01,1921-01-01,Saint Niklaas,Ghent,BE
9014,Oscar,Colbrandt,M,1879-01-01,1959-01-01,Ghent,,BE
9015,Louise,Coupe,F,1877-01-01,1915-01-01,Ghent,Ghent,BE
9016,Franz,Courtens,M,1854-01-01,1943-01-01,Dendermonde,Brussels,BE
9017,Jean François de,Boever,M,1872-01-01,1949-01-01,Ghent,Ghent,BE
9018,Léonard de,Buck,M,1881-01-01,1954-01-01,,,BE
9019,Jules de,Coster,M,1883-01-01,1972-01-01,Geraardsbergen,Ghent,BE
9020,Madeleine de,Pape,F,0000-01-01,0000-01-01,,,BE
9021,Philippe,Derchain,M,1873-01-01,1947-01-01,Theux,Theux,BE
9022,Harry W.,Robinson,M,0000-01-01,1934-01-01,,,
9023,William James,Laidlay,M,1846-01-01,1912-01-01,Kolkata,London,GB
9024,Alfred Thomas,Porter,M,1854-01-01,1937-01-01,,,
9025,Baldassarre,Calamai,M,1787-01-01,1851-01-01,Florence,Florence,IT
9026,Giuseppe,Bezzuoli,M,1784-01-01,1855-01-01,Florence,Florence,IT
9027,Antonio,Morghen,M,1788-01-01,1853-01-01,Rome,Florence,IT
9028,Sigmund,Schloss,M,0000-01-01,0000-01-01,,,
9029,Lota,Bowen,F,1872-01-01,1935-01-01,Chester,,GB
9030,Elizabeth,Magill,F,0000-01-01,0000-01-01,,,
9031,Thomas Frederick Mason,Sheard,M,1866-01-01,1921-01-01,Oxford,London,GB
9032,Frederick,Hall,M,1860-01-01,1948-01-01,Stillington,Newbury,GB
9033,Amy E.,Krauss,F,0000-01-01,0000-01-01,,,GB
9034,Kate,Shepherd,F,0000-01-01,0000-01-01,,,
9035,John,Prendergast,M,1815-01-01,0000-01-01,England,,US
9036,Grace,Joel,F,1865-01-01,1924-01-01,Dunedin,London,NZ
9037,M.,Simi,,0000-01-01,0000-01-01,,,
9038,Francis Petrus,Paulus,M,1862-01-01,1933-01-01,Detroit,Detroit,US
9039,James H.,Donaldson,M,1853-01-01,1922-01-01,,,GB
9040,Anna,Simmons,F,0000-01-01,0000-01-01,,,
9041,Vito d',Ancona,M,1825-01-01,1884-01-01,Pesaro,Florence,IT
9042,Leslie Robert,Poole-Smith,M,0000-01-01,0000-01-01,,,
9043,George,Pontin,M,1872-01-01,1949-01-01,Tangmere,,GB
9044,Elise,Thompson,F,0000-01-01,0000-01-01,,,
9045,A. Wilkie,Kilgour,M,1868-01-01,1930-01-01,Kirkcaldy,Montreal,GB
9046,Constantin,Trovant,M,0000-01-01,0000-01-01,,,
9047,Ethel Fanny,Everett,F,1877-01-01,1951-01-01,Southwark Christchurch,Saffron Walden,GB
9049,Charles Greville,Morris,M,1861-01-01,1922-01-01,Lancashire,,GB
9050,Louis-Toussaint,Journès,M,0000-01-01,0000-01-01,,,
9051,Jules,Lucien,M,0000-01-01,0000-01-01,,,
9052,Joseph Alfred,Terry,M,1872-01-01,1949-01-01,York,,GB
9053,Marian Frances,Horn,F,0000-01-01,0000-01-01,,,
9054,Muriel Isabella,Baker,F,0000-01-01,0000-01-01,,,
9055,Edith,Alexander,F,0000-01-01,0000-01-01,,,
9056,Catherine R.,Walton,F,0000-01-01,0000-01-01,,,GB
9057,Elsie,Chapman,F,0000-01-01,0000-01-01,,,
9058,Jules,Rigal,M,0000-01-01,0000-01-01,Toulouse,,
9059,Hilda,Fearon,F,1878-01-01,1917-01-01,Banstead,London,GB
9060,Hubert Lindsay,Wellington,M,1879-01-01,1967-01-01,Gloucester,,GB
9061,Richard J.,Askew,M,0000-01-01,0000-01-01,,,
9062,Janet,Fisher,F,1867-01-01,1926-01-01,Walton-on-Trent,,GB
9063,Nicolas-Toussaint,Charlet,M,1792-01-01,1845-01-01,Paris,Paris,FR
9064,James,Eadie Reid,M,1856-01-01,1928-01-01,Dundee,,GB
9065,Alfred Joseph,Pazolt,M,1872-01-01,1956-01-01,Boston,,US
9066,Alan W. B.,Hamilton,M,0000-01-01,0000-01-01,,,
9067,Mary,Peachey,F,0000-01-01,0000-01-01,,,
9068,Henry,Briscoe-Ironside,M,0000-01-01,0000-01-01,,,GB
9069,,Di Francesco,,0000-01-01,0000-01-01,,,
9070,Cesare,Biseo,M,1843-01-01,1909-01-01,Rome,Rome,IT
9071,Michele,Castagnola,M,0000-01-01,0000-01-01,,,IT
9072,Alberto,Pasini,M,1826-01-01,1899-01-01,Busseto,Cavoretto,IT
9073,Gennaro della,Monaca,M,1836-01-01,1917-01-01,Teramo,Teramo,IT
9074,Henri Ernest,Parayre,M,1879-01-01,1970-01-01,Toulouse,Conques,FR
9075,Pierre-Jules-Auguste,Arnaud,M,1852-01-01,1929-01-01,Bucharest,Perpignan,FR
9076,Luigi,Serra,M,1846-01-01,1888-01-01,Bologna,Bologna,IT
9077,Raoul,Castan,M,1869-01-01,1936-01-01,Foix,Perpignan,FR
9078,Edoardo,Raimondi,M,1837-01-01,1919-01-01,Parma,Reggio nell'Emilia,IT
9079,Arturo,Banti,M,1860-01-01,1909-01-01,Montemurlo,,IT
9080,Francesco,Filippini,M,1853-01-01,1895-01-01,Brescia,Milan,IT
9081,Achille,Vertunni,M,1826-01-01,1897-01-01,Naples,Rome,IT
9082,František,Feikl,M,1877-01-01,1910-01-01,Dolní Sytová,Dětenice u Jičína,CZ
9083,Nicolas François,Dun,M,1764-01-01,1832-01-01,Lunéville,Naples,FR
9084,Božena,Jelínková-Jirásková,F,1880-01-01,1951-01-01,Litomyšl,Prague,CZ
9085,Luděk,Marold,M,1865-01-01,1898-01-01,Prague,Prague,CZ
9086,Josef,Mařatka,M,1874-01-01,1937-01-01,Prague,Prague,CZ
9087,Alfred,Keller,M,1875-01-01,1945-01-01,Graz,Krems an der Donau,AT
9088,Włodzimierz Fryderyk,Konieczny,M,1886-01-01,1916-01-01,Jarosław,Kostiuchnówka,PL
9089,Antoš,Frolka,M,1877-01-01,1935-01-01,Kněždub,Strážnice,CZ
9090,Hans,Volkert,M,1878-01-01,1945-01-01,Erlangen,Puchkirchen,DE
9091,Servais,Detilleux,M,1874-01-01,1940-01-01,Heusy,Brussels,BE
9093,Harald,Tillberg,M,1877-01-01,1955-01-01,Meissen,Munich,DE
9094,Ernest,Faut,M,1879-01-01,1961-01-01,Ghent,Louvain,BE
9095,Pieter,Gorus,M,1881-01-01,1941-01-01,Dendermonde,,NL
9096,Georges,Guequier,M,1878-01-01,1957-01-01,Ghent,Ghent,BE
9097,Carl,Hentze,M,1883-01-01,1972-01-01,Antwerp,Karlsruhe,BE
9099,Marcel,Hess,M,1878-01-01,1948-01-01,Brussels,Grimbergen,BE
9100,Joseph,Horenbant,M,1863-01-01,1956-01-01,Ghent,Ledeberg (Ghent),BE
9101,Walter,Besig,M,1869-01-01,1950-01-01,Lauchhammer,"Lindenau, Germany",DE
9102,Carl,Seffner,M,1861-01-01,1932-01-01,Leipzig,Leipzig,DE
9103,Floris,Jespers,M,1889-01-01,1965-01-01,Antwerp,Antwerp,BE
9104,Clementine,Jonnaert,F,1886-01-01,1941-01-01,Ghent,Brussels,BE
9105,A L,Millich,,0000-01-01,0000-01-01,,,
9106,Franz,Wiegele,M,1887-01-01,1944-01-01,Nötsch im Gailtal,Nötsch im Gailtal,AT
9107,Louise,Lemonnier,F,0000-01-01,0000-01-01,,,
9108,Hippolyte,Le Roy,F,1857-01-01,1943-01-01,Liège,Ghent,BE
9109,Jan-Baptist,Lesaffre,M,1864-01-01,1926-01-01,Courtrai,,BE
9110,Jean-Baptiste-Alphonse-Marie-Christian,Cherfils,M,0000-01-01,1926-01-01,Martigny,Paris,
9111,Louis,Ludwig,M,1875-01-01,0000-01-01,,,BE
9112,Charles,Malfait,M,0000-01-01,0000-01-01,,,
9113,Rene,Mallet,M,1891-01-01,1960-01-01,Binche,,BE
9114,Theo,Mechelaere,M,0000-01-01,0000-01-01,,,
9115,John,Michaux,M,1876-01-01,1956-01-01,Antwerp,Brussels,BE
9116,Damazy,Kotowski,M,1861-01-01,1943-01-01,Piotrków Tribunalski,Poznań,PL
9117,Charles,Maurin,M,1856-01-01,1914-01-01,Le Puy,Grasse,FR
9118,Oswald,Poreau,M,1877-01-01,1955-01-01,Schaerbeek,Waterloo,BE
9119,Robert,Raph,M,0000-01-01,0000-01-01,,,
9120,Marguerite,Robyns,F,1868-01-01,0000-01-01,Waremme,Houx,BE
9121,Léo,Rogman,M,1882-01-01,1941-01-01,Saint Niklaas,Saint Niklaas,BE
9122,Paul,Servais,M,1867-01-01,1931-01-01,,,
9123,Octave,Soudan,M,1878-01-01,1948-01-01,,,BE
9124,Carolus,Tremerie,M,1858-01-01,1945-01-01,Ghent,Ghent,BE
9125,R.,Vaerwyck,,0000-01-01,0000-01-01,,,
9126,Pol van de,Broeck,M,1887-01-01,1927-01-01,Brussels,Uccle,BE
9127,Albijn van den,Abeele,M,1835-01-01,1918-01-01,Sint-Martens-Latem,Sint-Martens-Latem,BE
9128,Georges Van Den,Bos,M,1835-01-01,1911-01-01,Ghent,Ghent,BE
9129,Julien van de,Veegaete,M,1886-01-01,1960-01-01,Ghent,Ghent,BE
9130,Paul van,Grinderbeek,M,0000-01-01,0000-01-01,,,
9131,Albert van,Holsbeek,M,1877-01-01,1948-01-01,Brussels,Etterbeek,BE
9132,Victor,Verougstraete,M,1868-01-01,1935-01-01,Courtrai,Bosvoorde,BE
9133,Clara,Voortman-Dobbelaere,F,1853-01-01,1926-01-01,Ghent,Menton,BE
9134,Stanislas,Warnie,M,1879-01-01,1958-01-01,,,BE
9135,Valentine,Willaert-Fontan,F,1882-01-01,1939-01-01,,Ghent,BE
9136,Herman,Boulenger,M,1871-01-01,1910-01-01,Ixelles,Brussels,BE
9137,Omer,Dierickx,M,1862-01-01,1939-01-01,Brussels,Forest,BE
9138,Maurice,Lancaskens,M,1884-01-01,1946-01-01,Ghent,Schaerbeek,BE
9139,Jules,Vilain,M,0000-01-01,0000-01-01,,,
9140,Marius Joseph,Avy,M,1871-01-01,1939-01-01,Marseilles,Paris,FR
9141,Gaston,Balande,M,1880-01-01,1971-01-01,Saujon,Paris,FR
9142,Léon,Barillot,M,1844-01-01,1929-01-01,Montigny-lès-Metz,Paris,FR
9143,Paul,Baudoin,M,0000-01-01,0000-01-01,,,
9144,Léon,Bellemont,M,1866-01-01,1961-01-01,Langres,Arc-en-Barrois,FR
9145,Joseph Paul Louis,Bergès,M,1878-01-01,1956-01-01,Saint-Girons,Paris,FR
9146,Ludwig Hans,Fischer,M,1848-01-01,1915-01-01,Salzburg,Vienna,AT
9147,Pierre Amédée,Marcel-Beronneau,M,1869-01-01,1937-01-01,Bordeaux,La Seyne-sur-Mer,FR
9148,Hippolyte Dominique,Berteaux,M,1843-01-01,1928-01-01,"Saint-Quentin, Aisne",Paris,FR
9150,Louis François,Biloul,M,1874-01-01,1947-01-01,Paris,Paris,FR
9151,Emile,Boeswillwald,M,1815-01-01,1896-01-01,Strasbourg,Paris,FR
9152,Robert,Bonfils,M,1886-01-01,1972-01-01,Paris,Paris,FR
9153,Germain Eugène,Bonneton,M,1874-01-01,1914-01-01,Tournon,Pithiviers,FR
9154,,Bordes,,0000-01-01,0000-01-01,,,
9155,Louis,Bouquet,M,1885-01-01,1952-01-01,Lyon,Lyon,FR
9156,Paul-Émile,Boutigny,M,1854-01-01,1929-01-01,Paris,Paris,FR
9157,Emile Quentin,Brin,M,1863-01-01,1950-01-01,Paris,Paris,FR
9158,Alexis de,Broca,M,1868-01-01,1948-01-01,Le Havre,Nantes,FR
9159,Eugene,Brouillard,M,1870-01-01,1950-01-01,Lyon,Lyon,FR
9160,Henri Eugène,Callot,M,1875-01-01,1956-01-01,La Rochelle,Paris,FR
9162,Clovis,Cazes,M,1883-01-01,1918-01-01,Lannepax,San Sebastián,FR
9163,Carl,Cartier,M,1855-01-01,1925-01-01,Paris,,FR
9164,,"anonymous: german, 19th c.",,0000-01-01,0000-01-01,,,
9165,Johann Wilhelm,Schirmer,M,1807-01-01,1863-01-01,Jülich,Karlsruhe,DE
9166,Rudolf,Ribarz,M,1848-01-01,1904-01-01,Vienna,Vienna,AT
9168,Leopold,Brunner,M,1788-01-01,1866-01-01,Vienna,,AT
9169,Karl,Blechen,M,1798-01-01,1840-01-01,Cottbus,Berlin,DE
9170,Rudolf Friedrich August,Henneberg,M,1826-01-01,1876-01-01,Brunswick,Brunswick,DE
9171,Theodor von,Hörmann,M,1840-01-01,1895-01-01,Imst,Graz,AT
9172,Berthe-Marie-Henriette,Crespel,F,1874-01-01,1958-01-01,Paris,Cavalaire-sur-Mer,FR
9173,Carl,Fichtner,M,0000-01-01,0000-01-01,,,
9174,Friedrich,Friedlaender,M,1825-01-01,1901-01-01,Uhlířské Janovice,Vienna,AT
9175,Rudolf,Marschall,M,1873-01-01,1967-01-01,Vienna,Vienna,AT
9176,Karl Maria,Schwerdtner,M,1874-01-01,1916-01-01,Vienna,Vienna,AT
9177,Heinrich,Kautsch,M,1859-01-01,1943-01-01,Prague,Vienna,AT
9178,Ludwig,Hujer,M,1872-01-01,1968-01-01,Jizerka (Kořenov),Vienna,AT
9179,Stefan,Schwartz,M,1851-01-01,1924-01-01,Nitra,Raabs,AT
9180,Georges Hippolyte,Dilly,M,1874-01-01,1942-01-01,Lille,Riom,FR
9181,Alexis,Mauguet,M,0000-01-01,0000-01-01,,,
9182,Charles,Dufresne,M,1876-01-01,1938-01-01,Millemont,La Seyne-sur-Mer,FR
9183,Raoul Henri,Dreyfus,M,1878-01-01,1965-01-01,London,Paris,FR
9184,Emile Jean,Domergue,M,1879-01-01,1937-01-01,Paris,,FR
9185,Edouard Edmond,Doigneau,M,1865-01-01,1954-01-01,Nemours,Paris,FR
9186,Léon Pierre,Félix,M,1869-01-01,1940-01-01,Périgueux,Paris,FR
9187,Ernest,Filliard,M,1868-01-01,1933-01-01,Chambéry-le-Vieux,Paris,FR
9188,André des,Fontaines,M,1869-01-01,1910-01-01,Martinique,Paris,FR
9189,"Nils, the younger",Forsberg,M,1870-01-01,1961-01-01,Paris,Paris,SE
9190,Jean-Louis,Fougerousse,M,1870-01-01,0000-01-01,Paris,,FR
9191,Pauline,Rivière,F,0000-01-01,0000-01-01,Saint-Paul-Cap-de-Joux,,FR
9192,Charles,Fouqueray,M,1869-01-01,1956-01-01,Le Mans,Paris,FR
9194,,Galand,,0000-01-01,0000-01-01,,,
9195,Pierre,Gourdault,M,1880-01-01,1915-01-01,Paris,Givenchy-le-Noble,FR
9196,Archille,Granchi-Taylor,M,1857-01-01,1921-01-01,Lyon,Asnières-sur-Seine,FR
9197,Maurice,Grun,M,1870-01-01,1947-01-01,Tallinn,Paris,FR
9198,Ferdinand-Joseph,Gueldry,M,1858-01-01,1945-01-01,Paris,Lausanne,FR
9199,Richard,Scholz,M,1860-01-01,1948-01-01,Hanover,Munich,DE
9200,Augustin,Hanicotte,M,1870-01-01,1957-01-01,Béthune,Narbonne,FR
9201,Charles,Huard,M,1874-01-01,1965-01-01,Paris,Poncey-sur-l'Ignon,FR
9202,André Louis Maxime,Humbert,M,1879-01-01,1970-01-01,Paris,,FR
9203,Henri,Jacquier,M,1878-01-01,1921-01-01,Saint-Étienne,Cannes,FR
9204,Louis-Aimé,Japy,M,1840-01-01,1916-01-01,Seloncourt,Paris,FR
9205,Lucien Hector,Jonas,M,1880-01-01,1947-01-01,Anzin,Paris,FR
9206,Pietro,Mengarini,M,1869-01-01,1924-01-01,Rome,Rome,IT
9207,Alexandre-Claude-Louis,Lavalley,M,1862-01-01,1927-01-01,Paris,Paris,FR
9208,Odoardo,Ferretti,M,1871-01-01,1941-01-01,Rome,,IT
9209,Maurizio Benvenuto,Barricelli,M,1874-01-01,1951-01-01,Benevento,Rome,IT
9210,Gaston,Lecreux,M,1846-01-01,1914-01-01,Paris,Paris,FR
9211,Pietro,Laforet,M,0000-01-01,0000-01-01,,,
9212,Georges Paul,Leroux,M,1877-01-01,1957-01-01,Paris,Meudon,FR
9213,Auguste,Leroux,M,1871-01-01,1954-01-01,Paris,Paris,FR
9214,Lucien,Lévy-Dhurmer,M,1865-01-01,1953-01-01,Algiers,Le Vésinet,FR
9215,Jules Louis,Machard,M,1839-01-01,1900-01-01,Sampans,Bellevue,FR
9216,Henri Marcel,Magne,M,1877-01-01,1944-01-01,Paris,Champagne-sur-Seine,FR
9217,Fernand-Antonin,Mercié,M,1877-01-01,1912-01-01,Paris,,FR
9218,Albert de,Moncourt,M,1858-01-01,1931-01-01,Nantua,"Rue, Somme",FR
9219,Agricol Louis,Montagné,M,1879-01-01,1960-01-01,Avignon,Paris,FR
9220,Pierre Eugène,Montézin,M,1874-01-01,1946-01-01,Paris,Moëlan-sur-Mer,FR
9221,Adrien,Moreau-Neret,M,1860-01-01,1944-01-01,Paris,Paris,FR
9222,Louis,Morin,M,1855-01-01,1938-01-01,Paris,Migennes,FR
9223,Alexandre,Nozal,M,1852-01-01,1929-01-01,Neuilly-sur-Seine,Paris,FR
9224,Albert,Pallandre,M,1870-01-01,1929-01-01,Versailles,,FR
9225,Jacques,Patissou,M,1880-01-01,1925-01-01,Nantes,Paris,FR
9226,Jacinthe,Pozier,M,1844-01-01,1915-01-01,Paris,Éragny,FR
9227,Auguste,Prévot-Valeri,M,1857-01-01,1930-01-01,Villeneuve-sur-Yonne,Jouarre,FR
9228,Paul,Renaudot,M,1871-01-01,1920-01-01,Rome,Paris,FR
9229,Charles,Rivière,M,1848-01-01,1920-01-01,Orléans,Paris,FR
9230,Paul,Robert,M,0000-01-01,0000-01-01,,,
9231,Lionel Noël,Royer,M,1852-01-01,1926-01-01,Château-du-Loir,Neuilly-sur-Seine,FR
9232,Léon Daniel,Saubès,M,1855-01-01,1922-01-01,Guichen,Paris,FR
9233,Olga,Slom,F,1881-01-01,1941-01-01,Vevey,Paris,FR
9234,Paul Albert,Steck,M,1866-01-01,1924-01-01,Troyes,Paris,FR
9236,Adrien Henri,Tanoux,M,1865-01-01,1923-01-01,Marseilles,Paris,FR
9237,Victor Francois,Tardieu,M,1870-01-01,1937-01-01,Orliénas,Hà Nội,FR
9238,Amaury,Thiérot,M,1881-01-01,0000-01-01,Prague,,FR
9239,Jean,Didier-Tourné,M,1882-01-01,1967-01-01,Agen,,FR
9240,Jules Octave,Triquet,M,1867-01-01,1914-01-01,Paris,Paris,FR
9241,Ernest Germain,Vauthrin,M,1878-01-01,1949-01-01,Rochefort-sur-Mer,Paris,FR
9242,Louis Mathieu,Verdilhan,M,1875-01-01,1928-01-01,Saint-Gilles-sur-Vie,La Pomme,FR
9243,,Villedieu,F,0000-01-01,0000-01-01,,,
9244,Alexis,Vollon,M,1865-01-01,1945-01-01,Paris,,FR
9245,Charles,Weisser,M,1864-01-01,1942-01-01,Montbéliard,,FR
9246,Pharaon de,Winter,M,1849-01-01,1924-01-01,Bailleul,Lille,FR
9247,Zacharie,Zakarian,M,1840-01-01,1933-01-01,Istanbul,Paris,FR
9248,Jules Émile,Zingg,M,1882-01-01,1942-01-01,Montbéliard,Paris,FR
9249,Georg,Wüst,M,1886-01-01,0000-01-01,Darmstadt,,DE
9250,Karel,Nejedlý,M,1873-01-01,1927-01-01,Prague,Královské Vinohrady,CZ
9256,Fritz,Zeymer,M,1886-01-01,1940-01-01,Vienna,Vienna,AT
9259,Carl,Moser,M,1873-01-01,1939-01-01,Bolzano,Bolzano,IT
9261,Francesco Paolo,Michetti,M,1851-01-01,1929-01-01,Tocco da Casauria,Francavilla al Mare,IT
9264,Ludwig,Fürst,M,1887-01-01,1950-01-01,Munich,Dachau,DE
9265,Tiziano De,Luca,M,1861-01-01,1940-01-01,Borca di Cadore,Pieve di Cadore,IT
9266,Sofia,Zera,F,0000-01-01,0000-01-01,,,
9267,Eduardo,Tofano,M,1838-01-01,1920-01-01,Naples,Rome,IT
9268,Giuseppe da,Pozzo,M,1844-01-01,1919-01-01,Conegliano,Rome,IT
9269,Giuseppe,Brugo,M,0000-01-01,0000-01-01,,,IT
9270,Angelo,Rossini,M,1871-01-01,1939-01-01,Rome,Rome,IT
9271,Ida,Magliocchetti,F,1869-01-01,1938-01-01,Rome,Rome,IT
9272,Antonín,Blažek,M,1874-01-01,1944-01-01,Uherské Hradiště,Uherské Hradiště,CZ
9273,Luigi,Rossetti,M,1881-01-01,1912-01-01,Turin,Rome,IT
9274,Vojtěch,Doležil,M,1882-01-01,1961-01-01,Velké Kunčice,Prague,CZ
9275,Carlos Alberto,Imery,M,1879-01-01,1949-01-01,San Salvador,San Salvador,SV
9276,Fabio,Cipolla,M,1852-01-01,1935-01-01,Rome,Rome,IT
9277,Angelo,Lurascky,M,0000-01-01,0000-01-01,,,
9278,František,Fromek,M,1873-01-01,1930-01-01,Zbislav,Prague,CZ
9279,Marie,Gardavská,F,1871-01-01,1937-01-01,Kojetín,Kojetín,CZ
9280,Norberto,Pazzini,M,1856-01-01,1936-01-01,Verucchio,Rome,IT
9281,Giorgio,Oprandi,M,1883-01-01,1962-01-01,Lovere,Lovere,IT
9282,Augusto,Bompiani,M,1852-01-01,1930-01-01,Rome,Rome,IT
9283,Filippo,Anivitti,M,1876-01-01,1955-01-01,Rome,Rome,IT
9284,Costantino,Biondi,M,0000-01-01,0000-01-01,,,
9285,Giorgio,Szoldatics,M,1873-01-01,1955-01-01,Rome,Rome,IT
9286,Alide,Goldschmidt,F,1885-01-01,1967-01-01,Hamburg,Paris,
9287,Kamila,Klicperová,F,0000-01-01,0000-01-01,,,CZ
9288,Jano,Köhler,M,1873-01-01,1941-01-01,Brno,Brno,CZ
9289,Victor,Calmon,M,0000-01-01,0000-01-01,,,
9290,Josef,Koudelka,M,1877-01-01,1960-01-01,Klobouky,Prague,CZ
9291,Luigi,Scopinich,M,1885-01-01,1958-01-01,Lussinpicollo,Milan,IT
9292,Guido,Prola,M,0000-01-01,0000-01-01,,,
9293,Anna,Hillermann,F,1880-01-01,0000-01-01,Hamburg,,DE
9294,Carlo,Siviero,M,1882-01-01,1953-01-01,Naples,Capri,IT
